id,logV_SAEM,logCl_SAEM,logV_mean,logCl_mean,logV_mode,logCl_mode,logV_sd,logCl_sd
32,4.56465,1.50829,4.59583,1.51606,4.57027,1.5163,0.0534793,0.0298009
33,4.39834,1.76182,4.41775,1.7716,4.39581,1.7616,0.0457424,0.0288485
34,4.30313,1.59394,4.29381,1.58772,4.30514,1.59875,0.0619167,0.0406008
35,4.66652,1.22393,4.64576,1.22126,4.65045,1.22527,0.0489526,0.02481
36,4.22935,1.48499,4.2514,1.49761,4.24515,1.49828,0.0485581,0.0335635
37,4.02966,1.60524,4.03576,1.60504,4.02925,1.60762,0.0521737,0.0343009
38,4.24187,1.74678,4.28434,1.77309,4.25429,1.75739,0.0331208,0.0230923
39,4.90359,0.992873,4.92757,0.986282,4.90419,0.999921,0.0697265,0.0390201
40,4.38477,1.73594,4.38659,1.74071,4.36977,1.73063,0.0548956,0.0345691
41,3.5409,1.22196,3.55015,1.2316,3.55197,1.23232,0.0272618,0.0227281
42,4.30261,1.07452,4.28328,1.05272,4.30185,1.07852,0.0807783,0.0382433
43,4.20203,1.67606,4.20102,1.67337,4.2035,1.67657,0.047443,0.0387537
44,4.35069,1.3536,4.35257,1.35967,4.3469,1.3577,0.066588,0.0326044
45,4.41287,1.5248,4.42309,1.53009,4.40996,1.52839,0.0433591,0.0274228
46,3.96936,0.629348,3.96154,0.626192,3.96431,0.632844,0.056087,0.0291104
47,4.1228,1.29072,4.12933,1.29203,4.1151,1.29099,0.04735,0.02822
48,4.47505,1.55342,4.47111,1.54635,4.47183,1.55188,0.0621846,0.0369326
49,3.90723,1.07841,3.93522,1.09568,3.91182,1.08337,0.0436642,0.0276475
50,4.0623,1.3678,4.06521,1.37224,4.06781,1.37959,0.0489567,0.030829
51,3.92665,1.766,3.9419,1.77421,3.92275,1.7634,0.0476104,0.0379356
52,4.34454,1.63928,4.35426,1.64081,4.34494,1.64471,0.0442264,0.0264446
53,4.18998,1.08545,4.173,1.08266,4.17967,1.088,0.0527415,0.0301221
54,4.03424,1.69192,4.04019,1.6993,4.04383,1.70288,0.0415137,0.0330742
55,4.4564,1.72078,4.47142,1.72931,4.44755,1.71749,0.0556308,0.0370929
56,4.56456,1.48,4.5564,1.4814,4.56333,1.48626,0.0598219,0.0287759
57,4.58758,0.971846,4.60437,0.980158,4.58952,0.97791,0.071475,0.0327878
58,4.78554,2.02779,4.78655,2.02403,4.78167,2.02391,0.0425385,0.0313402
59,4.04964,1.0332,4.04369,1.0264,4.04432,1.03075,0.0601638,0.0333205
60,4.94636,1.45844,4.9357,1.45628,4.94041,1.45865,0.0558983,0.0310392
61,4.07408,1.3909,4.07246,1.38617,4.076,1.39235,0.0435828,0.0354671
62,4.28694,1.64491,4.2872,1.64443,4.28402,1.64598,0.051974,0.0330982
63,4.4669,1.47901,4.46218,1.47422,4.46562,1.48359,0.0479779,0.0265579
64,3.91128,1.55236,3.89701,1.54496,3.90278,1.55216,0.0414469,0.03284
65,4.42244,1.15073,4.41625,1.14816,4.4222,1.15564,0.0593428,0.0315398
66,3.97695,1.52649,3.95954,1.51535,3.98357,1.53398,0.0440254,0.0324061
67,4.9391,1.36986,4.94435,1.36713,4.94396,1.37663,0.062099,0.0281023
68,4.08937,1.89331,4.09382,1.89759,4.09785,1.90376,0.0237711,0.0183954
69,3.90727,1.37755,3.92013,1.3861,3.91244,1.38155,0.043225,0.0266616
70,4.54754,1.4354,4.52921,1.4314,4.53918,1.43994,0.0621885,0.0332866
71,3.6562,1.39693,3.68572,1.41996,3.6638,1.40514,0.0262861,0.0219243
72,4.05428,1.38431,4.05465,1.38362,4.05178,1.38858,0.0462574,0.0366726
73,4.37412,1.76747,4.38436,1.77246,4.38138,1.7745,0.0487231,0.0367714
74,4.09292,1.46147,4.08893,1.45914,4.08263,1.45846,0.0551351,0.0350013
75,4.29238,1.50082,4.28636,1.4983,4.2993,1.50978,0.0307547,0.0197405
76,4.34558,1.09151,4.33246,1.08631,4.33402,1.09633,0.0546701,0.0229631
77,4.62661,1.47028,4.63465,1.47928,4.6186,1.47221,0.055776,0.0304293
78,4.03333,0.913438,4.02723,0.908555,4.02608,0.914645,0.0541261,0.032178
79,4.04966,1.08359,4.07274,1.09819,4.06077,1.0955,0.0696134,0.0344757
80,4.28572,1.54387,4.29495,1.546,4.28239,1.54178,0.0599489,0.0380663
81,4.477,1.2836,4.47476,1.2811,4.46146,1.27913,0.0602867,0.0321627
82,4.59117,1.49018,4.60059,1.49162,4.58747,1.4889,0.0600462,0.0317651
83,4.30866,1.59674,4.29035,1.58275,4.30344,1.59544,0.0480075,0.0305985
84,3.97115,1.48759,3.96065,1.4768,3.96684,1.48791,0.0521538,0.0389027
85,4.02794,1.60259,4.04699,1.61692,4.03595,1.6111,0.0326326,0.023744
86,4.58699,1.29229,4.57847,1.2895,4.57926,1.29714,0.060343,0.0280378
87,4.02789,1.49588,4.0218,1.49073,4.01818,1.49118,0.0401861,0.0258812
88,3.71084,1.51149,3.69101,1.49791,3.71863,1.51896,0.0436022,0.0334168
89,4.3685,1.9531,4.3457,1.93511,4.35725,1.94688,0.0376258,0.0261725
90,4.25213,1.34533,4.24835,1.33626,4.23776,1.3358,0.0536249,0.0349541
91,3.76438,1.24269,3.82199,1.28328,3.80204,1.27153,0.0475841,0.0349344
92,4.16169,1.42257,4.13564,1.41043,4.14867,1.41737,0.0412502,0.02479
93,4.47516,0.930673,4.47679,0.93469,4.47156,0.938089,0.0588416,0.0295874
94,4.18749,1.29796,4.19533,1.30484,4.19085,1.30438,0.0551607,0.0294856
95,4.24314,1.15572,4.26597,1.16415,4.24671,1.16322,0.0610843,0.0317112
96,4.50485,0.840584,4.50827,0.842197,4.49771,0.843369,0.0701985,0.0307883
97,4.42147,1.71655,4.41703,1.71438,4.42489,1.72174,0.0455282,0.02762
98,3.73331,1.15633,3.715,1.14574,3.73338,1.16043,0.0435511,0.0296223
99,4.56054,1.58054,4.58828,1.59214,4.56784,1.58378,0.0523051,0.0287478
100,4.102,1.29594,4.09511,1.29381,4.1022,1.29757,0.0376619,0.027865
101,4.57713,1.05796,4.56843,1.05265,4.5607,1.05758,0.0619602,0.0232083
102,4.14523,1.27367,4.13713,1.26703,4.15182,1.277,0.0515409,0.0308158
103,4.39972,0.748075,4.39421,0.748849,4.37319,0.748362,0.0637014,0.030389
104,4.37723,1.65846,4.37229,1.65992,4.36476,1.65174,0.0390045,0.0275541
105,3.69697,1.26165,3.69731,1.25938,3.70474,1.26732,0.0336157,0.022955
106,4.18874,1.27755,4.17137,1.26671,4.17197,1.27152,0.037682,0.026424
107,4.14854,0.876525,4.14309,0.869637,4.14438,0.876848,0.0575688,0.0293451
108,4.22123,0.847393,4.2322,0.863352,4.22897,0.860794,0.0550772,0.0247752
109,3.99146,1.51405,3.95542,1.48599,3.98629,1.51325,0.0449634,0.0306962
110,4.13451,1.65734,4.13541,1.65855,4.14184,1.66425,0.046417,0.0312516
111,4.05263,1.11375,4.06327,1.11947,4.04606,1.11623,0.0523255,0.0297656
112,4.10771,1.33872,4.10365,1.3336,4.11016,1.3438,0.048324,0.0300593
113,4.4869,1.21381,4.5141,1.22432,4.50291,1.22461,0.0636184,0.0278013
114,4.35854,1.61607,4.34016,1.60083,4.3486,1.60983,0.0415234,0.0296607
115,4.41628,1.34606,4.42087,1.35092,4.41175,1.35215,0.0693525,0.0330678
116,4.02551,1.13345,4.03949,1.13952,4.03467,1.13964,0.0398816,0.0282055
117,4.7144,1.09543,4.7096,1.09916,4.70612,1.0956,0.0622932,0.0282132
118,4.7265,1.29625,4.73227,1.29918,4.70948,1.29869,0.070978,0.0329982
119,4.05771,1.48546,4.07918,1.49974,4.07245,1.49907,0.0278434,0.0244399
120,4.46984,1.73431,4.48002,1.73791,4.47587,1.74158,0.0526739,0.0368374
