id,eta_logV_SAEM,eta_logVm_SAEM,eta_logKm_SAEM,eta_logV_mean,eta_logVm_mean,eta_logKm_mean,eta_logV_mode,eta_logVm_mode,eta_logKm_mode,eta_logV_sd,eta_logVm_sd,eta_logKm_sd
26,0.167389,-0.119411,0.341886,0.17566,-0.109879,0.408062,0.164002,-0.0774189,0.356036,0.0687947,0.20109,0.480308
27,-0.25517,0.17577,-0.546892,-0.238918,0.159674,-0.596218,-0.240327,0.144276,-0.623354,0.0407615,0.0549029,0.121419
28,0.529413,0.0544125,0.109653,0.522454,0.00798849,-0.0166711,0.519858,0.0221915,0.036033,0.0672332,0.210813,0.418181
29,-0.223669,-0.198003,0.942314,-0.231559,-0.245825,0.857929,-0.236473,-0.228723,0.873114,0.0821386,0.161239,0.249701
30,0.10826,-0.186361,0.782785,0.100963,-0.16137,0.845052,0.0785177,-0.17245,0.688181,0.0789345,0.165,0.382675
31,0.276466,0.39904,-0.360187,0.295206,0.259376,-0.562727,0.280599,0.34771,-0.445476,0.0710864,0.212442,0.300724
32,0.0136756,0.255755,-0.122377,-0.00785456,0.215678,-0.316585,-0.0159639,0.216138,-0.308158,0.0708418,0.0879219,0.384764
33,-0.368592,-0.0665167,0.22225,-0.370502,-0.0962807,0.0773563,-0.384886,-0.0190002,0.167941,0.0874138,0.216069,0.48467
34,-0.185702,-0.16523,0.079433,-0.171071,-0.1296,0.247531,-0.172212,-0.164871,0.107065,0.083667,0.116727,0.410847
35,0.522139,0.274595,-0.0911106,0.501606,0.223307,-0.204471,0.50318,0.141755,-0.347593,0.0647054,0.1656,0.293047
36,-0.0264384,-0.0510646,-0.042297,-0.00541251,-0.0918304,0.0686416,-0.0333673,0.000213024,0.0988484,0.071854,0.185203,0.456882
37,-0.00014638,0.310631,-0.474909,-0.0130049,0.394693,-0.346265,0.0191725,0.306667,-0.507801,0.0530446,0.106518,0.200834
38,-0.226006,0.0863903,-0.320519,-0.239197,0.142055,-0.256204,-0.221323,0.0969239,-0.326992,0.0398778,0.0715731,0.100789
39,0.214933,-0.290489,0.374083,0.25289,-0.326079,0.464617,0.232117,-0.294345,0.419978,0.0719265,0.165408,0.452598
40,0.00937963,-0.0176085,-0.702212,-0.021269,0.0413326,-0.619522,-0.0154224,0.017038,-0.656515,0.0463413,0.102448,0.143843
41,-0.58483,0.00993834,-0.513357,-0.570887,-0.0308605,-0.596657,-0.551317,-0.0651361,-0.657935,0.0617944,0.116968,0.193361
42,-0.0440731,0.191174,-0.291639,-0.056219,0.161701,-0.362085,-0.0602692,0.168877,-0.33291,0.0511839,0.143622,0.286719
43,0.0102558,0.339462,-0.0468778,0.01048,0.261488,-0.309447,-0.00608976,0.249439,-0.330607,0.0744876,0.109496,0.458275
44,0.351371,0.0493703,-0.0384688,0.341451,0.0929483,0.0893034,0.341776,0.0833619,-0.0374352,0.0763928,0.187088,0.426081
45,-0.0633311,0.00466809,0.108305,-0.0416241,-0.128299,-0.116357,-0.0636231,-0.0230537,0.0494455,0.0524871,0.197741,0.303886
46,-0.213714,-0.00136358,0.0195574,-0.240125,0.0448173,0.0537905,-0.232127,0.0533913,0.0150484,0.0978824,0.209919,0.46626
47,-0.190572,0.0812463,0.235676,-0.193814,0.0720152,0.183342,-0.236038,0.0694231,0.0612385,0.0877209,0.11458,0.401439
48,0.186614,-0.145062,-0.0154943,0.233136,-0.129106,0.0490388,0.213252,-0.113163,0.0646473,0.0863764,0.13684,0.322139
49,-0.449049,-0.199597,0.170839,-0.444913,-0.210524,0.144999,-0.465649,-0.143959,0.0720886,0.06938,0.195771,0.477296
50,0.14716,0.137228,-0.364196,0.159169,0.0900662,-0.449931,0.177001,0.024289,-0.544886,0.0543463,0.169041,0.24085
51,-0.148067,-0.0356895,0.519033,-0.114788,-0.0725866,0.533782,-0.139798,-0.0598015,0.453509,0.0825523,0.131007,0.413204
52,0.400624,0.137835,0.118226,0.444208,0.0514036,0.158722,0.410047,0.124514,0.0882328,0.078841,0.190722,0.518267
53,0.630847,-0.064294,-0.169711,0.641451,0.0081784,-0.0589452,0.617718,-0.0199596,-0.109706,0.0771501,0.227437,0.453371
54,0.438986,-0.0517378,0.325156,0.436308,-0.0829545,0.20655,0.389232,-0.0494143,0.105675,0.097247,0.167826,0.441591
55,-0.00204442,-0.0431856,-0.313874,-0.0221617,0.0763916,-0.15751,-0.0214806,0.0207192,-0.233835,0.0564519,0.189636,0.263154
56,-0.153036,-0.152056,-0.0442216,-0.144264,-0.0769639,0.132063,-0.158365,-0.131813,0.0115418,0.074133,0.131646,0.304223
57,-0.20753,-0.175006,0.19765,-0.241837,-0.0622423,0.344397,-0.235524,-0.064336,0.312165,0.0754236,0.181834,0.493172
58,-0.0506133,0.103832,0.265315,-0.0414257,-0.147725,-0.122024,-0.0604095,-0.0188773,0.077746,0.0560278,0.196117,0.309039
59,0.000471965,-0.254086,-0.196304,-0.00122705,-0.24284,-0.217801,-0.0120857,-0.235687,-0.180154,0.054421,0.261344,0.428077
60,0.564321,0.0381268,-0.364716,0.589003,0.0839055,-0.270862,0.57361,0.0668583,-0.303,0.0593347,0.122132,0.235214
61,0.212236,0.0875459,0.00944239,0.20316,-0.0116703,-0.226999,0.196092,-0.0197664,-0.225151,0.0542037,0.148344,0.334856
62,-0.158893,-0.229257,0.0473082,-0.165815,-0.2019,0.027473,-0.173847,-0.166307,-0.0116716,0.0627416,0.158875,0.470853
63,0.146903,-0.0659627,0.015507,0.136939,-0.0308364,0.0875719,0.119305,-0.0442055,-0.0443034,0.0873648,0.129759,0.402429
64,-0.0506473,0.076739,0.239804,-0.0235842,0.102708,0.387789,-0.0651603,0.107278,0.287018,0.0825573,0.138626,0.363104
65,0.342832,-0.0123072,-0.141643,0.346169,-0.0171343,-0.16749,0.329404,0.0137776,-0.11624,0.0602561,0.17227,0.249924
66,-0.287568,-0.304188,0.19227,-0.277522,-0.31278,0.170048,-0.277134,-0.314151,0.203483,0.0803251,0.144011,0.591379
67,0.0652206,0.0316609,0.0401612,0.0634412,0.0709776,0.108391,0.0543408,0.00692727,-0.0158007,0.0535627,0.13953,0.283506
68,-0.189239,0.311968,0.0331859,-0.199634,0.32945,0.0496479,-0.177183,0.226203,-0.0950596,0.0385394,0.101623,0.131875
69,-0.129135,-0.125881,0.229301,-0.155426,-0.0522822,0.26732,-0.153824,-0.049432,0.186235,0.0673102,0.163514,0.452104
70,-0.147526,-0.0805901,0.135514,-0.123446,-0.117577,0.208795,-0.145315,-0.0625103,0.151957,0.0674721,0.166281,0.42437
71,0.14554,0.0204617,-0.277152,0.158826,0.0356184,-0.113918,0.110117,0.0724366,-0.148074,0.102784,0.154095,0.418364
72,0.0414412,-0.220984,0.51274,0.0715593,-0.200808,0.595467,0.0318738,-0.243084,0.451955,0.0954545,0.170202,0.383671
73,-0.289994,-0.222913,0.127169,-0.304242,-0.184663,0.16504,-0.333393,-0.154327,0.146287,0.0893207,0.116103,0.498697
74,0.120537,0.25846,-0.109778,0.125115,0.151642,-0.261974,0.129156,0.242505,-0.146354,0.0622395,0.187723,0.267076
75,-0.522907,0.0267579,-0.534765,-0.529257,0.0846428,-0.467491,-0.517271,0.0367684,-0.542816,0.0383101,0.101811,0.137028
76,0.152151,-0.102166,-0.126906,0.154758,-0.0655909,-0.0559347,0.145965,-0.0467434,-0.0120213,0.0636645,0.164727,0.333527
77,0.346685,0.0512933,0.0582786,0.35972,0.0525548,0.0594704,0.331691,-0.0088242,-0.0820634,0.0636287,0.11563,0.219873
78,0.242945,-0.128669,0.382831,0.260069,-0.219099,0.213663,0.210096,-0.162705,0.114597,0.0834627,0.162111,0.406824
79,0.0929134,0.208771,-0.0899883,0.10999,0.162589,-0.140818,0.0989126,0.209259,-0.105536,0.0901254,0.180321,0.432536
80,-1.05314,-0.381731,0.263859,-1.07811,-0.290698,0.27305,-1.08176,-0.275718,0.245702,0.0621682,0.168271,0.597278
81,0.220775,-0.0882688,-0.487247,0.227422,-0.0490102,-0.439232,0.214322,-0.0202646,-0.399987,0.0584668,0.0723918,0.1049
82,-0.0528632,-0.109124,0.227807,-0.0563094,-0.0432372,0.296441,-0.0609758,-0.15619,0.137322,0.0636099,0.189538,0.274135
83,-0.0711813,-0.19387,0.238899,-0.0605988,-0.185368,0.27541,-0.0902849,-0.191581,0.226339,0.0784225,0.127359,0.31631
84,0.506313,0.364856,-0.101652,0.476918,0.336116,-0.434691,0.391379,0.478663,-0.389808,0.105458,0.171123,0.396996
85,0.218295,0.0311539,0.303262,0.215444,-0.0614421,0.0251865,0.205142,-0.0297982,0.0707552,0.0872916,0.124411,0.388047
86,0.0659579,0.136066,0.16035,0.0615251,0.119862,0.150982,0.0633198,0.148101,0.160126,0.0890578,0.18579,0.482582
87,-0.0531314,-0.270989,0.456981,-0.0902766,-0.263863,0.264259,-0.115839,-0.247325,0.183086,0.098676,0.176217,0.555629
88,0.08809,-0.275792,0.751868,0.0927383,-0.291406,0.721424,0.088604,-0.228274,0.808765,0.0798126,0.145498,0.272866
89,0.0163554,-0.135187,-0.353247,0.0326115,-0.0710819,-0.19484,0.0171371,-0.0757765,-0.203352,0.0589572,0.100799,0.227119
90,0.148485,-0.0125089,-0.289596,0.134244,-0.0756687,-0.393883,0.13469,-0.113823,-0.449431,0.0536222,0.120922,0.177495
91,-0.556028,-0.406694,0.304805,-0.546876,-0.364194,0.54126,-0.556516,-0.361755,0.481961,0.0842708,0.149864,0.50347
92,0.662745,0.149639,-0.0214658,0.693952,0.195811,0.0587003,0.657111,0.0973102,-0.133968,0.0791024,0.166534,0.286379
93,0.413746,0.053867,-0.030767,0.461275,-0.0053666,0.166981,0.429934,0.0667437,0.0947743,0.0672819,0.171235,0.425934
94,-0.135639,0.0905146,0.295397,-0.105678,0.00667969,0.092423,-0.11014,0.0373833,0.171585,0.081348,0.172864,0.472123
95,0.465253,0.0791924,-0.0573215,0.451963,0.17336,0.0441813,0.453979,0.055851,-0.113298,0.0627252,0.171455,0.230588
96,0.627195,-0.150125,-0.0233661,0.587679,-0.108548,-0.0835503,0.592438,-0.064614,0.0619085,0.0895718,0.130501,0.437423
97,-0.155063,-0.416103,0.596069,-0.153585,-0.3043,0.801711,-0.179948,-0.360013,0.627403,0.0895792,0.172865,0.334818
98,0.432609,0.100774,-0.299451,0.419521,0.11299,-0.357276,0.383014,0.137002,-0.366415,0.106243,0.110267,0.458863
99,-0.318366,0.059784,0.398169,-0.301748,-0.0137231,0.333737,-0.33005,0.0864504,0.362683,0.095536,0.211711,0.473393
100,-0.0426332,0.339727,-0.347908,-0.0287642,0.279599,-0.472172,-0.00394931,0.215863,-0.600167,0.056584,0.0859169,0.165292
101,-0.173716,-0.154044,0.339541,-0.216582,-0.0462036,0.246536,-0.199378,-0.0811216,0.290679,0.0759554,0.175023,0.525023
102,0.190797,-0.190529,0.176107,0.197454,-0.150312,0.222414,0.184307,-0.118778,0.260619,0.0790725,0.161008,0.228992
103,-0.564246,0.111167,-0.363694,-0.592933,0.186846,-0.265758,-0.559747,0.0641041,-0.446531,0.0363193,0.0457303,0.0669218
104,-0.416486,0.260518,-0.366132,-0.41262,0.315211,-0.0869423,-0.424033,0.283266,-0.234266,0.0594628,0.061272,0.261703
105,-0.138856,-0.268406,-0.0261895,-0.112262,-0.265242,0.142233,-0.1351,-0.211523,0.198992,0.075567,0.165045,0.496677
106,-0.244907,-0.234272,-0.506026,-0.243261,-0.262249,-0.552199,-0.22633,-0.339086,-0.687276,0.0563308,0.124261,0.211635
107,0.529238,-0.0624411,0.218669,0.583156,-0.114948,0.325573,0.556736,-0.0782795,0.274298,0.0915373,0.182895,0.464555
108,-0.440455,0.426189,-0.128986,-0.405896,0.349832,-0.259915,-0.406645,0.348452,-0.262421,0.0295719,0.0610367,0.0815357
109,-0.0746486,0.246825,-0.0198668,-0.0742024,0.25971,0.0606904,-0.0954193,0.306019,0.0578158,0.0894474,0.163605,0.503866
110,-0.223781,-0.165602,0.548213,-0.204407,-0.147556,0.592789,-0.234916,-0.161195,0.536724,0.0845424,0.165165,0.378944
111,0.216429,-0.167692,-0.0637553,0.204875,-0.300376,-0.455247,0.193308,-0.215817,-0.203339,0.0961457,0.181514,0.560911
112,-0.416827,0.105762,0.205306,-0.379909,0.0310987,0.262925,-0.391054,0.0799526,0.34771,0.0757428,0.158906,0.519037
113,0.118917,0.0769557,0.0128994,0.12822,0.109374,0.121029,0.109873,0.0847278,0.00175021,0.0850332,0.119325,0.426058
114,-0.271921,0.157532,-0.135899,-0.267042,0.159292,-0.147393,-0.251577,0.0307028,-0.332211,0.0426203,0.0692057,0.0999491
115,-0.0334492,0.251863,-0.0665578,-0.00928793,0.146629,-0.263272,-0.0209431,0.14627,-0.255219,0.0445854,0.0921008,0.175764
116,0.215245,-0.00567539,-0.0469738,0.228889,-0.0304352,0.0987021,0.218522,-0.000522239,0.0525721,0.0691012,0.179198,0.507213
117,-0.246122,-0.274881,-0.0951178,-0.245442,-0.217034,-0.014036,-0.25828,-0.157275,0.0819231,0.0609845,0.134033,0.216901
118,0.376909,0.055501,-0.11431,0.377581,0.0648799,-0.110145,0.36515,0.0251264,-0.18152,0.0681112,0.156597,0.320555
119,-0.484136,-0.273484,0.00627796,-0.475082,-0.276002,0.115694,-0.480331,-0.259346,0.0750055,0.0599497,0.172684,0.505896
120,0.00732376,-0.0706304,-0.19559,0.0113236,-0.0418311,-0.0654606,-0.0287263,-0.0505914,-0.213827,0.0912724,0.119113,0.525306
