id,logka_SAEM,logV1_SAEM,logQ_SAEM,logV2_SAEM,logVm_SAEM,logKm_SAEM,logka_mean,logV1_mean,logQ_mean,logV2_mean,logVm_mean,logKm_mean,logka_mode,logV1_mode,logQ_mode,logV2_mode,logVm_mode,logKm_mode,logka_sd,logV1_sd,logQ_sd,logV2_sd,logVm_sd,logKm_sd
41,0.101728,4.19115,1.62842,4.09669,6.82706,6.3151,0.00786862,4.12199,1.76339,4.12181,6.86111,6.31139,0.00795191,4.14666,1.76418,4.08625,6.84553,6.23996,0.17204,0.1171,0.291413,0.213928,0.176129,0.218706
42,-0.0969535,4.08697,1.25596,4.04923,7.00907,5.87073,-0.0571468,4.11227,1.21576,3.96537,6.99158,5.80156,-0.0544198,4.12723,1.23438,3.93041,6.97134,5.69891,0.183538,0.115412,0.351384,0.246287,0.167293,0.294475
43,-0.0769269,4.33018,1.4686,4.07035,7.01491,5.83,-0.0215594,4.3586,1.48341,4.03871,6.97473,5.753,-0.0450206,4.35983,1.46738,4.01538,6.98183,5.72647,0.169894,0.107159,0.344776,0.230894,0.17799,0.246567
44,-0.113451,3.48629,1.14026,3.88655,6.88546,5.87892,-0.0739835,3.52686,1.10127,3.88039,6.85074,5.84233,-0.0970086,3.52318,1.11335,3.86748,6.88488,5.82973,0.172323,0.112739,0.23444,0.177612,0.159115,0.405989
45,-0.209812,4.19808,1.22636,3.89882,6.94695,5.68759,-0.197604,4.20545,1.23366,3.86655,6.9514,5.71061,-0.18903,4.22365,1.17825,3.83336,6.97854,5.67289,0.191828,0.120342,0.426204,0.242104,0.145014,0.332019
46,-0.82266,4.29671,1.02297,3.84347,6.94164,6.01848,-0.829268,4.31001,0.936705,3.83587,6.88182,5.94005,-0.864823,4.29274,0.970883,3.78966,6.88719,5.85534,0.154961,0.104303,0.368777,0.284233,0.166553,0.297209
47,-0.127754,3.98394,1.32369,3.78983,6.66697,6.32897,-0.143391,3.98851,1.31834,3.71076,6.76993,6.39725,-0.150736,3.99787,1.33354,3.68383,6.77971,6.35266,0.17717,0.114316,0.383908,0.211329,0.162457,0.236392
48,0.101098,4.13026,1.43712,3.90992,6.91214,5.78174,0.108989,4.13127,1.44285,3.9426,6.95336,5.83085,0.0945871,4.13922,1.46073,3.9088,6.95355,5.79302,0.17551,0.119868,0.34776,0.239701,0.1645,0.197157
49,-0.0595242,4.36035,1.73915,3.94899,6.97732,5.72584,-0.0147666,4.39406,1.60311,3.92878,6.95785,5.72483,-0.0446963,4.39437,1.63321,3.93021,6.97882,5.69879,0.169788,0.11025,0.422032,0.223115,0.16126,0.363046
50,-0.123899,3.88162,1.24984,3.73171,6.99599,5.61653,-0.111601,3.87373,1.26081,3.65568,7.00678,5.5938,-0.150722,3.85748,1.41564,3.614,6.99514,5.49268,0.179617,0.121601,0.414529,0.224771,0.13514,0.264057
51,-0.190117,4.27502,1.39985,3.98725,7.13633,4.89625,-0.174574,4.27225,1.35519,3.94362,7.2297,5.04936,-0.164167,4.29914,1.36862,3.91811,7.21259,5.00029,0.189386,0.136282,0.340027,0.191201,0.172741,0.250627
52,0.0150617,4.12635,0.696032,3.85244,6.91788,5.92853,-0.0469337,4.08331,0.845092,3.89173,6.88834,5.86932,-0.0927696,4.07226,0.813339,3.92337,6.89525,5.83188,0.166992,0.0999931,0.330557,0.238841,0.155152,0.363796
53,0.0547256,4.45385,1.72014,3.79594,6.92855,5.68002,0.0288515,4.44627,1.70758,3.82817,6.93358,5.71187,-0.000916254,4.43739,1.77489,3.81141,6.96483,5.68542,0.179052,0.116678,0.432612,0.229991,0.139519,0.254517
54,-0.203459,3.54404,0.937441,3.91022,6.97459,5.94342,-0.1962,3.56615,0.91688,3.94734,6.90966,5.87423,-0.243024,3.54526,0.98134,3.87926,6.92165,5.8432,0.162258,0.112933,0.269277,0.201159,0.162942,0.202379
55,0.0105805,4.48167,1.42781,4.08551,6.89854,5.84855,0.0856664,4.53957,1.21598,4.01887,6.91776,5.87048,0.0673533,4.54467,1.15795,4.00381,6.93767,5.85152,0.168838,0.0976407,0.379603,0.269221,0.159036,0.210331
56,0.22892,4.17537,1.23833,3.97985,7.02425,5.47679,0.223109,4.18644,1.225,4.01392,6.97545,5.41147,0.23718,4.20436,1.16095,3.94521,7.0403,5.46179,0.165772,0.104957,0.337243,0.211458,0.158964,0.196404
57,-0.244933,4.30484,0.974393,4.01694,7.06439,5.73583,-0.244997,4.29688,1.09618,3.97148,6.98533,5.64343,-0.209643,4.33786,0.938648,3.95138,6.9874,5.61369,0.184047,0.12525,0.402771,0.260029,0.167861,0.218884
58,0.0474961,5.08439,1.45315,3.99098,7.18725,5.43796,0.0189221,5.06836,1.52767,3.98667,7.10549,5.33809,-0.0135363,5.06255,1.59001,3.94968,7.10496,5.29464,0.182922,0.103205,0.432071,0.280589,0.179711,0.245626
59,-0.150343,4.02154,1.33639,3.89446,7.21885,5.22497,-0.140041,4.0234,1.32599,3.90682,7.2018,5.18716,-0.16136,4.02306,1.38534,3.88961,7.19175,5.14256,0.163699,0.114034,0.310195,0.198132,0.154042,0.28078
60,-0.208342,4.1456,1.42515,3.6228,6.95199,5.66504,-0.191611,4.16932,1.35704,3.54405,6.95937,5.67189,-0.27433,4.10723,1.75153,3.41245,6.94013,5.55456,0.178547,0.132027,0.699267,0.333945,0.154823,0.216096
61,-0.314509,4.28338,0.768296,3.95498,6.88342,5.8993,-0.401556,4.22837,0.922284,3.82907,6.86904,5.82469,-0.392082,4.25685,0.721517,3.89457,6.9092,5.87732,0.181524,0.121395,0.436937,0.289269,0.187482,0.236117
62,-0.109579,4.9964,1.5308,4.07724,7.08119,5.5994,-0.0655212,5.00219,1.50454,4.12139,7.03772,5.56944,-0.072652,5.0158,1.49632,4.11038,7.05746,5.5433,0.169766,0.102566,0.437983,0.288841,0.172187,0.28196
63,-0.251759,3.89816,1.08346,4.18766,7.11896,5.14362,-0.292196,3.87867,1.10322,4.14459,7.19685,5.2915,-0.313233,3.8709,1.13634,4.08292,7.23535,5.29015,0.166224,0.112244,0.241527,0.202038,0.121016,0.299621
64,-0.186835,4.13533,1.40332,4.04611,6.95316,5.77099,-0.0914798,4.19474,1.2339,4.00633,6.96003,5.80637,-0.127712,4.18932,1.24237,4.02968,6.95977,5.75952,0.165532,0.101564,0.345556,0.222903,0.149256,0.355649
65,-0.0148674,4.06829,1.71423,4.42599,6.92983,6.00352,-0.000552551,4.07126,1.69767,4.40235,6.91814,5.94339,-0.000566301,4.08557,1.71908,4.43943,6.92194,5.90611,0.177529,0.120205,0.24913,0.218871,0.15553,0.340337
66,-0.22621,4.24495,1.1673,3.92011,7.08822,5.52701,-0.186352,4.26193,1.16764,3.92853,7.02613,5.45361,-0.188179,4.27989,1.12643,3.90563,7.03683,5.44224,0.195046,0.128148,0.342962,0.228318,0.160516,0.194373
67,-0.0616042,4.25186,1.47477,3.94898,7.0431,5.77112,-0.0329029,4.2798,1.43175,3.98374,6.99355,5.78156,-0.0457392,4.28384,1.45497,3.9346,7.00434,5.66449,0.181644,0.119865,0.412666,0.217552,0.150258,0.344147
68,0.310966,3.86649,1.65157,4.16306,7.14258,5.75813,0.360351,3.89944,1.64422,4.18224,7.02207,5.60669,0.315637,3.89172,1.69499,4.18502,7.04382,5.60022,0.192246,0.131312,0.259102,0.18482,0.150943,0.214276
69,0.122512,4.31711,1.51815,3.87849,6.9699,5.64457,0.0269016,4.24945,1.62251,3.89673,6.97612,5.64115,0.0268932,4.25833,1.68631,3.85016,6.99766,5.62235,0.186385,0.11919,0.402927,0.207703,0.164926,0.222619
70,-0.0380801,4.47013,1.28625,4.01073,7.00681,5.74497,0.0161286,4.50722,1.21894,4.01117,6.97126,5.6897,0.00219945,4.51533,1.1238,4.02521,6.98925,5.68437,0.163549,0.0983412,0.3894,0.259356,0.16915,0.288864
71,-0.469411,4.60541,1.26625,4.0469,6.83891,5.83891,-0.496807,4.58619,1.29159,3.98606,6.91926,5.91228,-0.523297,4.57853,1.29392,4.00881,6.9256,5.87273,0.161402,0.108743,0.359843,0.25835,0.162823,0.257769
72,0.187187,3.44017,1.10346,3.95545,6.96688,5.77375,0.187996,3.43924,1.12752,3.98375,6.99942,5.80983,0.187938,3.45602,1.15412,3.94541,6.96319,5.73397,0.17207,0.124113,0.259122,0.164897,0.130019,0.169575
73,0.0649714,4.36336,1.49098,3.8174,6.93933,5.88787,0.0600824,4.37242,1.41828,3.83024,6.90682,5.84398,0.0311972,4.36977,1.44793,3.81218,6.93174,5.76448,0.171034,0.115137,0.43654,0.223997,0.164483,0.328003
74,0.177993,3.73854,1.64243,4.12323,7.05733,5.86099,0.129909,3.70966,1.73027,4.15407,6.95026,5.71436,0.14229,3.72357,1.7546,4.12922,6.98905,5.73036,0.174409,0.127659,0.22633,0.168655,0.179885,0.219084
75,-0.018686,4.46174,1.45058,3.84441,6.70325,6.20073,-0.0224861,4.45422,1.46164,3.87372,6.80526,6.30787,-0.0233148,4.45503,1.46966,3.87396,6.82007,6.26965,0.160563,0.0972666,0.357359,0.227119,0.161526,0.239208
76,0.0610181,4.06751,1.29607,3.9577,6.80839,6.03595,-0.0131865,4.01004,1.50087,3.92012,6.87922,6.04554,-0.0138131,4.03555,1.43812,3.90392,6.87316,5.98258,0.179966,0.117101,0.343509,0.212542,0.172488,0.290937
77,0.491696,4.28128,1.59569,3.85728,7.13025,5.18347,0.344355,4.17746,1.84856,3.96432,7.12946,5.17773,0.369965,4.20523,1.82075,3.93754,7.15395,5.19421,0.173629,0.124829,0.353123,0.187763,0.118413,0.174065
78,0.0668151,4.44819,1.73822,3.96116,6.86929,5.76923,0.0986191,4.47973,1.65841,3.99372,6.92658,5.8351,0.0797327,4.47987,1.68757,3.98527,6.95321,5.82363,0.195112,0.113719,0.373188,0.24579,0.172006,0.207504
79,0.172428,4.33398,1.62223,4.2422,7.15935,5.30572,0.186748,4.33034,1.59805,4.27101,7.20103,5.41594,0.18191,4.34372,1.542,4.23146,7.21591,5.3786,0.16893,0.112185,0.363821,0.201508,0.134527,0.300005
80,-0.396393,4.85973,1.27443,4.0054,6.89678,5.72038,-0.426703,4.83091,1.36645,3.96954,6.97664,5.75308,-0.454018,4.82919,1.33953,3.95515,6.98198,5.69583,0.161869,0.100807,0.41391,0.271515,0.170972,0.255684
81,0.244386,4.32291,1.44555,3.91196,6.90335,5.76933,0.210361,4.27696,1.5406,3.90117,6.93475,5.74935,0.21235,4.28707,1.54294,3.90121,6.95628,5.74174,0.185193,0.115501,0.3903,0.208388,0.138725,0.346421
82,0.0817253,4.30381,1.45681,3.824,7.12122,5.64371,0.0817947,4.30478,1.43107,3.80267,6.98822,5.462,0.0265123,4.27374,1.64594,3.71617,7.02678,5.46103,0.183043,0.12037,0.510331,0.257475,0.126141,0.187
83,-0.127184,3.84584,1.36738,3.83613,6.8626,6.05493,-0.0768077,3.88031,1.29926,3.81322,6.83149,6.0005,-0.10573,3.87097,1.33106,3.80464,6.85802,5.98013,0.17056,0.110874,0.339577,0.202539,0.15478,0.286403
84,0.0553582,4.18255,1.70902,3.96403,7.12642,5.4701,0.0875834,4.19534,1.7201,3.92767,7.08385,5.41387,0.0898108,4.21617,1.72744,3.90715,7.08023,5.38267,0.19396,0.120412,0.372224,0.192428,0.169126,0.232963
85,0.0132722,4.62468,1.4271,4.01087,6.90821,5.85091,-0.0393221,4.59236,1.56314,3.99906,6.95843,5.89347,-0.0404006,4.59979,1.57849,3.99624,6.94807,5.84457,0.179115,0.105763,0.387367,0.247433,0.169129,0.210735
86,0.219089,4.23652,1.94523,4.27414,7.03604,5.71536,0.226268,4.27507,1.923,4.23678,7.0201,5.684,0.23179,4.28503,1.94446,4.23513,7.04069,5.65474,0.17832,0.127161,0.36694,0.205897,0.142431,0.30159
87,-0.0334148,4.60326,1.42453,3.80097,6.86708,6.44072,-0.0626233,4.56761,1.50652,3.84781,6.81743,6.3709,-0.064649,4.58325,1.50188,3.78611,6.82416,6.30502,0.180665,0.118717,0.44364,0.236451,0.196593,0.266065
88,0.235992,4.41881,1.44242,4.10533,7.06507,5.4328,0.269778,4.4336,1.44677,4.125,7.10537,5.49619,0.245227,4.43005,1.45164,4.11004,7.10501,5.4539,0.165541,0.0967317,0.329464,0.224163,0.137011,0.240877
89,-0.268823,4.88443,1.24915,3.98773,6.94899,5.58742,-0.251204,4.88998,1.24201,3.93223,6.97729,5.62541,-0.287725,4.87998,1.21034,3.93087,6.99987,5.60226,0.164452,0.0966815,0.434691,0.270998,0.17015,0.252666
90,0.0113297,3.99752,1.45477,4.20932,6.99284,5.93276,0.00669592,4.00624,1.47047,4.19731,6.92644,5.8405,0.00677715,4.00622,1.48766,4.20456,6.95882,5.84048,0.17518,0.110918,0.254044,0.206288,0.160918,0.262946
91,0.00282437,4.48328,1.70723,3.99543,7.05294,5.25486,0.0679649,4.53785,1.55229,3.9393,7.04592,5.25145,0.0314162,4.52728,1.58248,3.92713,7.09834,5.29294,0.173596,0.107339,0.430838,0.202329,0.158145,0.19145
92,0.0298185,4.63386,1.64538,4.08482,6.90781,5.75763,0.0496501,4.64332,1.61692,4.01009,6.94841,5.75533,0.0206852,4.64199,1.64865,4.00636,6.97742,5.7199,0.161952,0.0992671,0.390243,0.24455,0.146772,0.288394
93,0.0179153,4.47522,1.48589,3.78532,6.99119,5.26606,-0.0691636,4.41706,1.5803,3.84153,7.04195,5.34861,-0.0598663,4.43687,1.60037,3.75974,7.05921,5.3386,0.192581,0.130134,0.465162,0.215879,0.175986,0.256158
94,0.282052,3.9362,1.25073,3.79268,6.94413,5.90796,0.21342,3.88335,1.45237,3.7854,6.93634,5.83035,0.194532,3.88187,1.50552,3.7399,6.93143,5.75595,0.179491,0.119372,0.374529,0.210577,0.165181,0.315778
95,0.496606,3.60522,1.73271,3.52196,6.89866,5.61688,0.464496,3.5779,1.79014,3.50804,7.01551,5.76803,0.411985,3.5621,1.85158,3.54703,6.95748,5.68153,0.188377,0.130608,0.354294,0.16697,0.175585,0.217114
96,-0.244448,4.54686,1.35561,3.81124,7.09203,5.6082,-0.225837,4.55611,1.25458,3.83164,7.03652,5.51899,-0.242598,4.56861,1.10763,3.85851,7.04956,5.51679,0.181245,0.116835,0.515228,0.267721,0.151774,0.356839
97,0.352068,3.86629,1.25824,4.11456,7.28147,5.2262,0.354325,3.87154,1.33488,4.06752,7.31113,5.22026,0.325115,3.86468,1.37149,4.05796,7.31531,5.1642,0.190506,0.11763,0.278291,0.197342,0.119741,0.286261
98,-0.0587551,4.58592,1.49619,4.0555,6.967,5.95138,-0.044543,4.59669,1.53535,3.99622,6.9389,5.87139,-0.0752183,4.59225,1.58709,3.96752,6.9482,5.83337,0.17156,0.0987933,0.389803,0.237238,0.163477,0.224678
99,0.196333,3.91735,1.48622,3.76786,6.98433,5.67578,0.288536,3.96151,1.39122,3.7985,6.96561,5.65757,0.206472,3.92278,1.53587,3.75582,6.98623,5.61524,0.174501,0.104508,0.398444,0.213603,0.143128,0.264471
100,-0.251498,4.51075,1.2286,4.04895,6.98893,5.78235,-0.24185,4.51966,1.19426,4.00667,6.93838,5.71462,-0.243008,4.52632,1.15525,3.99855,6.97357,5.72111,0.1591,0.107061,0.354135,0.262208,0.187165,0.219596
101,0.0311264,4.16691,1.03774,3.97211,7.15788,5.45119,-0.0375212,4.1131,1.24443,3.93949,7.13622,5.346,-0.0286349,4.12808,1.25655,3.85988,7.18284,5.34004,0.177893,0.108355,0.409509,0.232598,0.124448,0.31134
102,-0.297773,4.44665,1.68009,3.97797,6.88443,6.17341,-0.23869,4.49975,1.55114,3.94195,6.85736,6.15013,-0.265558,4.49613,1.62189,3.92842,6.8766,6.10236,0.177288,0.114357,0.357459,0.26327,0.18143,0.237329
103,0.139581,4.06804,1.88323,3.9959,6.87497,6.14823,0.118903,4.05808,1.85,3.98947,6.8831,6.11649,0.163007,4.10181,1.83947,3.92534,6.87511,6.05776,0.191065,0.132981,0.341543,0.218542,0.182802,0.242885
104,-0.200387,3.74716,1.05829,4.09285,6.8761,5.59307,-0.14883,3.78867,1.01075,4.00783,6.97504,5.7264,-0.154913,3.78935,1.0128,3.98842,6.97834,5.67823,0.158389,0.102146,0.253051,0.241225,0.166491,0.303134
105,-0.0170196,4.40703,1.30501,4.30272,7.21632,5.2306,0.00193788,4.41309,1.34342,4.22842,7.24606,5.27572,-0.00414964,4.41578,1.35539,4.23499,7.2675,5.25215,0.16315,0.0971588,0.296689,0.245368,0.120715,0.27707
106,0.104726,3.74902,0.948043,4.0823,6.96036,5.83328,0.100044,3.75502,1.00978,4.05833,6.93832,5.79347,0.0777694,3.75966,1.0141,4.05368,6.95071,5.78439,0.18655,0.112865,0.205506,0.214185,0.159397,0.202332
107,-0.426808,4.67709,1.41407,3.93315,6.75942,6.03033,-0.429496,4.67024,1.47142,3.95436,6.81818,6.13713,-0.439149,4.67788,1.40736,3.97055,6.84427,6.13199,0.145272,0.0998575,0.381794,0.258855,0.162615,0.298863
108,0.244867,3.90558,1.84411,4.01066,7.13532,5.51566,0.296063,3.97311,1.66282,3.96241,7.07412,5.45186,0.266101,3.95952,1.79083,3.99319,7.07529,5.42926,0.200629,0.143622,0.32851,0.171109,0.176175,0.215251
109,0.259646,4.52477,1.52655,3.82442,6.82315,6.32118,0.267488,4.52653,1.56943,3.83078,6.79622,6.24813,0.260071,4.53759,1.54857,3.82606,6.80928,6.21296,0.188593,0.112835,0.470825,0.226311,0.156927,0.259634
